val_loss,val_dice,loss,dice
-2.3596880019983537e-12,2.3596880019983537e-12,-0.06225050468456476,0.06225050540892676
-2.490609519838205e-12,2.4906095126101905e-12,-2.2758707052415884e-12,2.275870699218243e-12
-2.492177847192763e-12,2.49217789056085e-12,-2.2777511786179466e-12,2.277751163559583e-12
-2.4922189312270858e-12,2.4922189384551002e-12,-2.255934431833997e-12,2.2559344288223243e-12
-2.492219263715752e-12,2.492219270943767e-12,-2.30641125893099e-12,2.3064112649543353e-12
-2.492219263715752e-12,2.492219270943767e-12,-2.31360559689008e-12,2.3136055908667347e-12
-2.492219263715752e-12,2.492219270943767e-12,-2.2859705363692684e-12,2.285970530345923e-12
-2.492219263715752e-12,2.492219270943767e-12,-2.32574667954128e-12,2.32574667954128e-12
-2.492219263715752e-12,2.492219270943767e-12,-2.243345091817928e-12,2.243345094829601e-12
-2.492219263715752e-12,2.492219270943767e-12,-2.3296901788347896e-12,2.329690172811444e-12
-2.492219263715752e-12,2.492219270943767e-12,-2.3114473117653855e-12,2.3114473117653855e-12
-2.492219263715752e-12,2.492219270943767e-12,-2.3234184457260488e-12,2.323418451749394e-12
-2.492219263715752e-12,2.492219270943767e-12,-2.3401335424324942e-12,2.3401335484558397e-12
-2.492219263715752e-12,2.492219270943767e-12,-2.2918682167168292e-12,2.2918682227401743e-12
-2.492219263715752e-12,2.492219270943767e-12,-2.3073460008223253e-12,2.3073460068456708e-12
-2.492219263715752e-12,2.492219270943767e-12,-2.2196022689095762e-12,2.2196022658979037e-12
-2.492219263715752e-12,2.492219270943767e-12,-2.2948835606472007e-12,2.2948835516121823e-12
-2.492219263715752e-12,2.492219270943767e-12,-2.3092402857296923e-12,2.309240297776383e-12
-2.492219263715752e-12,2.492219270943767e-12,-2.2558951716686623e-12,2.255895165645317e-12
-2.492219263715752e-12,2.492219270943767e-12,-2.3571175694644796e-12,2.3571175513944437e-12
-2.492219263715752e-12,2.492219270943767e-12,-2.3519445457556268e-12,2.351944521662245e-12
-2.492219263715752e-12,2.492219270943767e-12,-2.355443642625325e-12,2.355443642625325e-12
-2.492219263715752e-12,2.492219270943767e-12,-2.294512721340793e-12,2.294512709294102e-12
-2.492219263715752e-12,2.492219270943767e-12,-2.2686421064938476e-12,2.2686421064938476e-12
-2.492219263715752e-12,2.492219270943767e-12,-2.3033665120400348e-12,2.303366503005017e-12
-2.492219263715752e-12,2.492219270943767e-12,-2.245438490454272e-12,2.245438490454272e-12
-2.492219263715752e-12,2.492219270943767e-12,-2.3186214835640676e-12,2.3186214835640676e-12
-2.492219263715752e-12,2.492219270943767e-12,-2.2502723606652084e-12,2.2502723606652084e-12
-2.492219263715752e-12,2.492219270943767e-12,-2.3995010953827387e-12,2.3995010863477207e-12
-2.492219263715752e-12,2.492219270943767e-12,-2.247082445126703e-12,2.2470824421150304e-12
-2.492219263715752e-12,2.492219270943767e-12,-2.2727184597052313e-12,2.2727184597052313e-12
-2.492219263715752e-12,2.492219270943767e-12,-2.281238093271568e-12,2.281238081224877e-12
-2.492219263715752e-12,2.492219270943767e-12,-2.3322434779626655e-12,2.332243483986011e-12
-2.492219263715752e-12,2.492219270943767e-12,-2.3083579740484144e-12,2.3083579921184508e-12
-2.492219263715752e-12,2.492219270943767e-12,-2.360244179642803e-12,2.3602441736194574e-12
-2.492219263715752e-12,2.492219270943767e-12,-2.3202785902111853e-12,2.32027858418784e-12
-2.492219263715752e-12,2.492219270943767e-12,-2.266290667740452e-12,2.266290664728779e-12
-2.492219263715752e-12,2.492219270943767e-12,-2.2934038505572105e-12,2.293403856580556e-12
-2.492219263715752e-12,2.492219270943767e-12,-2.317605107272489e-12,2.317605110284162e-12
-2.492219263715752e-12,2.492219270943767e-12,-2.3179332380483192e-12,2.3179332410599917e-12
-2.492219263715752e-12,2.492219270943767e-12,-2.291314228558434e-12,2.2913142345817794e-12
