val_loss,val_dice,loss,dice
-0.09657468299070994,0.09657468299070994,-0.07256134659317988,0.07256134606099554
-0.27232609589894613,0.2723260986308257,-0.2166933970791953,0.21669339761137962
-0.42113506893316904,0.42113506942987444,-0.42338874084608896,0.42338874084608896
-0.41047426015138627,0.41047426213820776,-0.5003393633025033,0.5003393633025033
-0.4355149894952774,0.43551499048868814,-0.521854539002691,0.5218545432601657
-0.46958944300810496,0.4695894489685694,-0.5432042585951942,0.5432042585951942
-0.47810471256573994,0.4781047115723292,-0.5585886431591851,0.5585886431591851
-0.47006420890490214,0.47006420493125917,-0.5812118904931205,0.5812118904931205
-0.3742975523074468,0.374297551314036,-0.569869835461889,0.5698698333331517
-0.45190060436725615,0.45190060635407764,-0.5939906878130776,0.5939906878130776
-0.469194899002711,0.46919489204883574,-0.6124842550073352,0.6124842550073352
-0.4590513169765472,0.459051313996315,-0.6337306754929679,0.6337306754929679
-0.4850211520989736,0.4850211501121521,-0.5984681972435543,0.5984681972435543
-0.43330690066019695,0.4333068996667862,-0.5971359397683825,0.5971359397683825
-0.47853036522865294,0.47853036721547443,-0.6482647955417633,0.6482647955417633
-0.43134804417689643,0.4313480411966642,-0.6758639982768467,0.6758639982768467
-0.35020350764195124,0.35020350565512975,-0.6794952877930233,0.6794952835355487
-0.3704345611234506,0.37043456311027206,-0.6659429328782218,0.6659429328782218
-0.43863752086957297,0.43863751987616223,-0.702811700957162,0.702811700957162
-0.4290727972984314,0.4290727933247884,-0.6938732436725071,0.6938732436725071
-0.505159604549408,0.5051596124966939,-0.7039832600525447,0.7039832643100193
-0.3660639022787412,0.3660639002919197,-0.7083494620663779,0.708349449293954
-0.30620345678180455,0.3062034557883938,-0.727666186434882,0.727666186434882
-0.2675976875705179,0.2675976866391953,-0.6912967647824969,0.6912967647824969
-0.44704833428064983,0.4470483332872391,-0.7035653420857021,0.7035653378282275
-0.29390698255350195,0.29390698255350195,-0.7386886562619891,0.7386886605194637
-0.4118599474430084,0.4118599474430084,-0.7392536955220359,0.7392536870070866
-0.37356953298052153,0.37356953099370005,-0.7607670639242444,0.7607670554092952
-0.34899804964661596,0.3489980465422074,-0.7516547058309827,0.7516546973160335
-0.3946071480711301,0.39460714409748715,-0.7580531878130776,0.758053183555603
-0.37465494908392427,0.37465494908392427,-0.7751201646668571,0.7751201604093824
-0.2682401530056571,0.26824015747600544,-0.7744958400726318,0.7744958485875811
-0.3368572287261486,0.33685723269979156,-0.7780885228088924,0.7780885313238416
-0.32753764325752854,0.32753764673446617,-0.7856908908912114,0.7856909036636353
-0.3394971337169409,0.3394971337169409,-0.8025879263877869,0.802587913615363
-0.4297195471823215,0.4297195471823215,-0.8018338297094617,0.8018338126795632
-0.3702907299002012,0.3702907258023818,-0.7948085069656372,0.7948085069656372
-0.31570799797773363,0.3157079959909121,-0.8054738513060978,0.8054738513060978
-0.31894309061268966,0.31894308868795634,-0.8059070876666478,0.8059070791516986
-0.3358461452027162,0.3358461432158947,-0.8112981617450714,0.811298166002546
-0.3598169224957625,0.3598169224957625,-0.8225792135511126,0.8225792092936379
-0.3920378714799881,0.39203787247339883,-0.8135091321808952,0.8135091364383698
-0.40284960294763245,0.40284960096081096,-0.7681982730116163,0.7681982602391925
-0.42697557657957075,0.4269755775729815,-0.806933160339083,0.8069331688540322
-0.40683226883411405,0.4068322708209356,-0.8180193901062012,0.8180193858487266
-0.2730259350501001,0.2730259350501001,-0.8303227424621582,0.8303227339472089
-0.3792138658463955,0.3792138688266277,-0.8199319243431091,0.819931937115533
-0.39880702321728073,0.39880702222386993,-0.8432123277868543,0.8432123277868543
-0.34807981277505556,0.3480798125267029,-0.8283522043909345,0.8283522086484092
-0.2706769117464622,0.27067691572010516,-0.8423570139067513,0.8423570011343274
-0.4289966806769371,0.4289966806769371,-0.846178297485624,0.8461783060005733
-0.3996577893694242,0.3996577913562457,-0.8530015391962869,0.853001526423863
-0.39197375675042473,0.39197376171747844,-0.8546224577086312,0.8546224449362073
-0.32085491518179576,0.32085491605103017,-0.8527104130813054,0.8527104003088815
-0.4264990285038948,0.4264990324775378,-0.8525823099272591,0.85258230141231
-0.34831862449645995,0.3483186224785944,-0.8610834223883492,0.8610834181308746
-0.29425236033663776,0.294252361333929,-0.8519711494445801,0.8519711579595294
-0.4177939310669899,0.4177939350406329,-0.8638178280421666,0.8638178365571159
-0.3809621531205873,0.3809621531205873,-0.866823502949306,0.8668234944343567
-0.40157041549682615,0.4015704174836477,-0.8439447113445827,0.8439447070871081
-0.34019056415806215,0.34019055819759764,-0.8580204333577838,0.8580204205853599
-0.4074566658586264,0.4074566658586264,-0.8665120686803546,0.8665120729378292
-0.37976959339963895,0.3797696001051615,-0.86820330790111,0.86820330790111
-0.37464598938822746,0.37464599336187043,-0.8749325147696904,0.8749325147696904
-0.38438471195598445,0.3843847179164489,-0.877144741160529,0.8771447369030544
-0.3554585829377174,0.3554585869113604,-0.8811926373413631,0.8811926543712616
-0.3879430675258239,0.38794306553900243,-0.8862879531724113,0.8862879616873605
-0.34668997637927534,0.3466899753858646,-0.8750392964908055,0.8750393050057548
-0.3838943488895893,0.38389434839288394,-0.8852781270231519,0.8852781227656773
-0.3505888756985466,0.350588873680681,-0.8777334988117218,0.8777334860392979
-0.3772877739121517,0.3772877725462119,-0.8857616399015699,0.8857616271291461
-0.38958836055050294,0.38958836055050294,-0.8817379602364132,0.8817379559789386
-0.33005912211180355,0.3300591230741702,-0.8873221746512822,0.8873221703938076
-0.3449304159730673,0.3449304151038329,-0.8857961424759456,0.8857961254460471
-0.2806920887591938,0.2806920857944836,-0.8795147410460881,0.8795147495610374
-0.3255810232668106,0.32558101730634614,-0.8838893515723092,0.8838893558297839
-0.3555714158341289,0.35557141676545145,-0.8908144107886723,0.8908144107886723
-0.31951046582932274,0.31951046384250126,-0.8898392149380275,0.889839197908129
-0.2828985478108128,0.2828985438371698,-0.8770675786903926,0.8770675829478672
-0.39116651626924676,0.39116651279230913,-0.8887808791228703,0.8887808748653957
-0.44592254733045894,0.44592255527774494,-0.887934855052403,0.8879348507949284
-0.34743671102138857,0.3474367159884423,-0.8913620454924447,0.8913620454924447
-0.3090993712242683,0.3090993697341522,-0.8975819860185895,0.8975819902760642
-0.3453830727686485,0.34538307475547,-0.8895946187632424,0.8895946272781917
-0.46970775028069817,0.46970775028069817,-0.8810840504510062,0.8810840504510062
-0.33189079420167894,0.3318907922148574,-0.8889400064945221,0.8889399979795728
-0.3640174979964892,0.3640174999833107,-0.8988175392150879,0.8988175562449864
-0.3427449062777062,0.3427449087612331,-0.9008526163441795,0.9008526120867048
-0.28589731166173615,0.28589731414526304,-0.8985139088971275,0.898513913154602
-0.35691860225827743,0.3569185992780452,-0.8957315172467913,0.8957315215042659
-0.4059716448187828,0.4059716408451398,-0.9002730931554522,0.900273071868079
-0.367777187936008,0.3677771899228295,-0.9062050070081439,0.9062050155230931
-0.3829557350526253,0.3829557375361522,-0.8992986040455955,0.8992985997881208
-0.2918507700939679,0.2918507691005572,-0.8999270243304116,0.8999270285878863
-0.29660704224512763,0.2966070392648954,-0.9048001085008893,0.9048001212733132
-0.3120726942675295,0.3120727022148155,-0.9053954354354313,0.9053954184055328
-0.37934116907417775,0.3793411651005348,-0.9089740812778473,0.9089740770203727
-0.336465684340025,0.3364656788801464,-0.9148643229688916,0.9148643357413155
